Amount ($),Merchant Code,Merchant Category,Default Brand,Default Brand Description,Coalesced Brand,Coalesced Brand Description,Location,Category
23.09,5499.0,misc food stores - specialty markets & convenience,oxxo nogalitos,['view all'],oxxo nogalitos,"['view all', 'convenience store']",novojoa son mx,Retail Trade
25.92,5542.0,automated fuel dispensers,a & r petroleu,"['near kansas city, mo', 'gas w stclosed ⋅ opens fri', 'auto repair nw barry rd', 'gas stationkansas city, ksclosed ⋅ opens']",prairie petroleum,"['auto repair shop in kansas city, missouri']",kansas city mo,Services to Transport
59.99,nan,nan,red pocket mobile,[],red pocket,[],ca,Retail Trade
737.46,5944.0,clock jewelry silverware or watch stores,john antencio #,"['jewelry store in broomfield, colorado']",john atencio,"['jewelry store in broomfield, colorado']",broomfield co,Retail Trade
130.0,7299.0,misc personal services not elsewhere classified,devon ditmar,[],devon ditmar hair stylist,"['· hair ocean view aveclosed ⋅ opens fri', 'near encinitas, ca', 'view all', '· hair n el camino real suite ⋅ opens mon', '· hair n el camino realclosed ⋅ opens fri']",encinitas ca,"Trade, Professional and Personal Services"
45.08,5944.0,clock jewelry silverware or watch stores,angels in the attic es,[],angels in the attic estate sales,[],phoenix az,Retail Trade
50.45,5977.0,cosmetic stores,jam cosmetics,['view all'],jam cosmetics west palm beach fl,"['cosmetics store · palm beach lakes blvd unit ⋅ opens', 'near west palm beach, fl', 'cosmetics store · palm beach lakes blvd space ⋅ opens', 'cosmetics store · shari dr lot ⋅ opens']",fl,Retail Trade
23.16,5812.0,restaurants or eating places,the million elepha,['restaurant'],million elephant cafe and bar,['restaurant'],fresno ca,Entertainment
9.25,5814.0,fast food restaurants,kfc yum center concess,['arena'],kfc yum center,['arena'],louisville ky,Entertainment
22.7,nan,nan,hing san,['chinese restaurant'],hing san chinese and american restaurant,['chinese restaurant'],pottstown pa,Entertainment
171.65,nan,nan,jame's clothing bo,"['clothing store in morehead city, north carolina']",james clothing boutique,"['clothing store in morehead city, north carolina']",morehead city nc,Retail Trade
150.0,nan,nan,choice er,"['emergency room in katy, texas']",first choice emergency room,[],katy tx,Health and Community Services
9.69,7994.0,video game arcades/establishments,paypal *epictoon,[],paypal *epictoon,[],hk,Entertainment
34.66,nan,nan,lucky  of salt l,"['near salt lake city, ut', 'grocery store · n redwood rdcloses soon ⋅', 'bar & grill · w s stopen ⋅ closes']",lucky h bar and grille,['restaurant'],salt lake cit ut,Entertainment
21.07,nan,nan,sq *hi point coffe,['coffee shop'],hi point coffee and cafe,['coffee shop'],reno nv,Entertainment
128.0,nan,nan,trinity airsoft,"['sporting goods store in wise, virginia']",trinity airsoft,"['sporting goods store in wise, virginia']",va,Retail Trade
3397.8,nan,nan,norandex,"['la vista, ne', 'plastic fabrication company in sarpy county, nebraska', 'denver, coclosed ⋅ opens fri', 'near nebraska', 'roca, neclosed ⋅ opens fri']",norandex,"['building materials supplier in saginaw county, michigan']",ne,Retail Trade
16.27,nan,nan,chen's house,['chinese restaurant'],chens house,['chinese restaurant'],marietta pa,Entertainment
10.0,nan,nan,golfcrest country,"['country club in pearland, texas']",golfcrest country club,"['country club in pearland, texas']",pearland tx,Entertainment
35.15,5999.0,miscellaneous & specialty stores,gameball trophies,"['trophy shop in gwinnett county, georgia']",game ball trophies,"['trophy shop in gwinnett county, georgia', 'view all']",ga,"Trade, Professional and Personal Services"
14.67,5812.0,restaurants or eating places,alvarados mexican food,['mexican restaurant'],alvarados mexican food,['mexican restaurant'],n richlnd hls tx,Entertainment
6.0,5462.0,bakeries,capt dans pirate pastr,['bakery'],captain dans pirate pastry,['bakery'],lincoln city or,Retail Trade
13.0,nan,nan,bull bar,['live music venue'],bull bar,['live music venue'],delray beach fl,Entertainment
10.03,7399.0,business services (nec),q mail,"['shipping and mailing service in fort collins, colorado']",pack n mail,"['shipping and mailing service in fort collins, colorado']",fort collins co,Communication Services
72.79,nan,nan,circle graphics in,"['commercial printer in longmont, colorado']",circle graphics,"['commercial printer in longmont, colorado']",co,Property and Business Services
54.03,7399.0,business services (nec),wrap it postal,"['sign shop in hamilton county, ohio']",wrap it postal,"['sign shop in hamilton county, ohio']",cincinnati oh,Property and Business Services
7.99,nan,nan,sq *the sandwich s,"['· $sandwich · san francisco, caclosed ⋅ opens fri', '· $fast food · oyster point blvdclosed ⋅ opens fri', 'near south san francisco, ca']",portico restaurant,['pizza restaurant'],san francisco ca,Entertainment
19.46,nan,nan,dona chela taqueri,"['· $mexican · stclosed ⋅ opens fri', '· $mexican · broadway stclosed ⋅ opens fri', 'near houston, tx']",dona chela restaurant,"['· $mexican · stclosed ⋅ opens fri', '· $mexican · broadway stclosed ⋅ opens fri', 'near houston, tx']",houston tx,Entertainment
3.51,5251.0,hardware stores,ferret y mad el chory,"['hardware store in mexicali, mexico']",mexicali brewz,"['near mexicali, baja california, mexico', 'brewery · av reforma', '· $$brewpub · calzada teran teran # - laguna viezca, fraccionamiento hacienda del real', 'brewery · josé ma. larroque']",mexicali bcn mx,Retail Trade
6.0,5697.0,tailors seamstresses mending & alterations,del's tailor shop,"['dry cleaner in san diego, california']",dels tailor shop and cleaners,"['dry cleaner in san diego, california']",san diego ca,"Trade, Professional and Personal Services"
60.0,8999.0,professional services (nec),pc internet,"['internet service provider in winnemucca, nevada']",pc internet,"['internet service provider in winnemucca, nevada']",nv,"Trade, Professional and Personal Services"
15.12,5921.0,liquor wine package or beer stores,new st avenue liquors,"['liquor store · e aveclosed ⋅ opens fri', 'wine store · park ave w # ecloses soon ⋅', 'near denver, co', 'liquor store · broadwaycloses soon ⋅']",new first ave liquor,['liquor store'],denver co,Retail Trade
162.0,nan,nan,allan s thomas dmd,"['dentist in salt lake city, utah']",allan s. thomas dmd,"['dentist in salt lake city, utah']",salt lake c ut,Health and Community Services
529.32,5969.0,direct marketers (nec),beall's #,"['near fort lauderdale, fl', 'retail company · beallsinc.com', 'davie, flclosed ⋅ opens', 'pompano beach, flclosed ⋅ opens', 'w state rd ⋅ opens']",bealls,"['gulf breeze, flclosed ⋅ opens fri', 'bradenton, flclosed ⋅ opens', 'near santa clara county, ca', 'tallahassee, flclosed ⋅ opens', 'retail company · beallsinc.com']",fl,Retail Trade
30.58,5949.0,needlework sewing or fabric and piece goods stores,bella quiltworks llc,"['fabric store in tucson, arizona']",bella quiltworks,"['fabric store in tucson, arizona']",tucson az,Retail Trade
12.35,5411.0,grocery stores or supermarkets,herreid valu market,['grocery store'],herreid valu market,['grocery store'],herreid sd,Retail Trade
23.0,nan,nan,air bar,"['lounge · s las vegas blvd', 'near las vegas, nv', '· $$$lounge · las vegas blvd s', 'bar · w flamingo rdclosed ⋅ opens fri']",air bar,"['lounge · s las vegas blvd', 'near las vegas, nv', '· $$$lounge · las vegas blvd s', 'bar · w flamingo rdclosed ⋅ opens fri']",las vegas nv,"Trade, Professional and Personal Services"
20.0,5944.0,clock jewelry silverware or watch stores,allen's fine jewelry,"['jeweler in gilbert, arizona']",allens fine jewelry,"['jeweler in gilbert, arizona']",gilbert az,Retail Trade
47.5,7538.0,automotive service shops (non-dealer),"duane's automotives, i","['auto repair shop in victorville, california']",duanes automotive,"['auto repair shop in victorville, california']",victorville ca,Services to Transport
10.0,nan,nan,medical office,"['pharmacy · cheney dr wclosed ⋅ opens fri', 'medical clinic · martin st', 'urgent care center · cheney dr w ⋅ opens fri', 'near twin falls, id']",physicians immediate care center,"['urgent care center in twin falls county, idaho']",twin falls id,Health and Community Services
36.0,5735.0,record shops,pandora.com,[],pandora jewelry,[],ca,Retail Trade
30.0,8398.0,charitable or social services organizations,missionary assoc of ma,"['non-profit organization in columbus, ohio']",rural home missionary association,"['religious organization in morton, illinois']",il,Health and Community Services
49.93,nan,nan,landry & jacobs ll,"['debt collection agency in phoenix, arizona']",landry and jacobs,"['debt collection agency in phoenix, arizona']",az,"Trade, Professional and Personal Services"
10.18,nan,nan,l.a. smoke shop #,"['near magna, ut', 'tobacco shop · w s cclosed ⋅ opens fri', 'tobacco shop · w sclosed ⋅ opens fri', 'vaporizer store · w s bclosed ⋅ opens fri']",la smoke shop,"['near magna, ut', 'tobacco shop · w sclosed ⋅ opens fri', 'vaporizer store · w sclosed ⋅ opens fri', 'vaporizer store · w s bclosed ⋅ opens fri']",magna ut,Retail Trade
8.72,5251.0,hardware stores,bimsco true value hdw,"['hardware store in tucson, arizona']",bimsco true value hardware,"['hardware store in tucson, arizona']",tucson az,Retail Trade
239.25,nan,nan,tm *new edition,['view all'],new edition,[],fl,"Trade, Professional and Personal Services"
26.62,5812.0,restaurants or eating places,lindy's,['restaurant'],lindys,['restaurant'],new york ny,"Trade, Professional and Personal Services"
72.0,7230.0,barber or beauty shops,sq *tera bailey,['view all'],tera bailey,[],spokane wa,"Trade, Professional and Personal Services"
40.71,5542.0,automated fuel dispensers,corner mart,['convenience store'],corner mart,['convenience store'],gilcrest co,Retail Trade
75.0,nan,nan,jasmine's nails &,"['nail salon in altamonte springs, florida']",jasmines nails and spa,"['nail salon in san leandro, california']",winter spring fl,"Trade, Professional and Personal Services"
15.0,5976.0,orthopedic goods prosthetic devices,ankenbrant,"['physician assistant in baraboo, wisconsin']",ankenbrant enterprises,[],pa,Health and Community Services
68.65,4468.0,marinas marine service and supplies,tony's dri doc&marine,"['boat repair shop in page, arizona']",tonys dri doc and marine,"['boat storage facility · oroville, caclosed ⋅ opens fri', 'near santa clara county, ca', 'boat repair shop · page, aztemporarily closed', 'marina · alameda, caclosed ⋅ opens fri']",az,Retail Trade
56.9,5813.0,alcoholic beverages drinking places - bars nightclubs etc,the duke of wellington,['gastropub'],the duke,[],leatherhead gb,"Trade, Professional and Personal Services"
12.95,5999.0,miscellaneous & specialty stores,hume lake christian ca,"['camp in hume, fresno county, california']",hume lake christian ca,"['camp in hume, fresno county, california']",fresno ca,Services to Transport
25.0,nan,nan,dekoff's pa lock c,"['locksmith in perth amboy, new jersey']",dekoffs perth amboy lock,"['locksmith in perth amboy, new jersey']",perth amboy nj,"Trade, Professional and Personal Services"
1.63,5940.0,bicycle shops -- sales and service,tfl cycle hire,['view all'],tfl cycle hire,['view all'],speakers corn gb,Retail Trade
114.99,nan,nan,shop rawlings,"['st. louis, moclosed ⋅ opens fri', 'near missouri', 'washington, moclosed ⋅ opens fri']",rawlings sporting goods,"['washington, moclosed ⋅ opens fri', 'near missouri', 'st. louis, moclosed ⋅ opens fri', ""o'fallon, mo""]",mo,Retail Trade
42.0,nan,nan,aaa san marcos #,"['insurance agency in san marcos, california']",american automobile association,"['insurance agency in san marcos, california']",san marcos ca,Travel
200.0,5812.0,restaurants or eating places,carnforth inn,['pizza restaurant'],carnforth inn,['pizza restaurant'],victor ia,Entertainment
64.9,nan,nan,vac shack,"['vacuum cleaner store in sioux city, iowa']",vac shack,"['vacuum cleaner store in sioux city, iowa']",sioux city ia,"Trade, Professional and Personal Services"
12.44,5732.0,electronic sales,satellite radio super,[],satellite radio superstore,"['electronic parts supplier in the azalea park, florida']",fl,"Trade, Professional and Personal Services"
28.25,nan,nan,act*ignite k,[],ignite,"['design agency · los angeles, caclosed ⋅ opens fri', 'view all', 'association or organization · norwalk, ca', 'association or organization · oakland, ca', 'near california']",ca,Entertainment
30.0,5975.0,hearing aids -- sales service and supply stores,sonus,"['hearing aid store in san gabriel, california']",sonus,"['hearing aid store in san gabriel, california']",san gabriel ca,"Trade, Professional and Personal Services"
342.89,5542.0,automated fuel dispensers,benzine van zessen,"['gas station in lexmond, netherlands']",benzine van zessen,"['gas station in lexmond, netherlands']",lexmond nl,Services to Transport
26.97,8062.0,hospitals,alexian brothers medic,"['biesterfield rdopen hours', 'hospital in elk grove village, illinois', 'near elk grove village, il', 'alexian way', 'biesterfield rdclosed ⋅ opens fri']",alexian brothers medical,"['biesterfield rdopen hours', 'hospital in elk grove village, illinois', 'near elk grove village, il', 'alexian way', 'biesterfield rdclosed ⋅ opens fri']",elk grove vil il,Health and Community Services
25.0,nan,nan,hotel indigo at th,"['dallas, tx', 'san antonio, tx', 'frisco, tx', 'near texas']",hotel indigo dallas downtown,['hotel'],tx,Travel
22.45,nan,nan,live oak liquors,['liquor store'],live oak liquors,['liquor store'],lakeland ga,Retail Trade
3.07,5812.0,restaurants or eating places,coyotes mexican restau,"['· $mexican · n state st', 'tacos · s apt ⋅ opens fri', 'near orem, ut', '· $$mexican · w nclosed ⋅ opens fri']",mi ranchito orem,['mexican restaurant'],orem ut,Entertainment
38.38,nan,nan,steve felt dds,"['dentist in winston-salem, north carolina']",dr. steve g. felts dds,"['dentist in winston-salem, north carolina']",winston salem nc,Health and Community Services
82.64,nan,nan,sisley italian kit,"['· $$barbecue · valencia, cacloses soon ⋅', '· $$italian · valencia, caclosed ⋅ opens fri', 'near valencia, santa clarita, ca']",sisley italian kitchen restaurant,"['· $$barbecue · valencia, cacloses soon ⋅', '· $$italian · valencia, caclosed ⋅ opens fri', '· $$italian · mcbean pkwycloses soon ⋅', 'near valencia, santa clarita, ca']",valencia ca,Entertainment
20.95,nan,nan,illusions hair des,"['beauty salon in parma, ohio', 'hair salon in dernancourt, australia']",illusions hair designing,"['hair salon in dernancourt, australia']",dernancourt au,"Trade, Professional and Personal Services"
27.05,nan,nan,all pawn inc,"['pawn shop in montgomery county, texas']",all pawn,"['pawn shop in montgomery county, texas']",spring tx,Retail Trade
15.95,nan,nan,bartlett's,['restaurant'],bartletts,['restaurant'],austin tx,Entertainment
64.46,nan,nan,sapporo restaurant,['japanese restaurant'],sapporo restaurant,['japanese restaurant'],portland me,Entertainment
53.56,3730.0,mgm grand hotel,mgm/studio cafe,"['casino · s las vegas blvdhuge casino resort with trendy clubs', 'american · mgm grand, s las vegas blvdclosed ⋅ opens fri', 'view all', 'near studio cafe, s las vegas blvd, las vegas, nv', 'italian · s las vegas blvdcloses soon ⋅']",mgm grand,"['twitter • days ago', 'casino']",las vegas nv,Travel
46.0,7221.0,photographic studios,star photo & design,"['view all', 'portrait studio in santa monica, california']",photo design of arizona,['view all'],az,Retail Trade
200.0,6513.0,real estate agents and managers-rentals,fiesta village: cp,"['mobile home park in mesa, arizona']",fiesta village furnished apartments,"['apartment complex in mesa, arizona']",mesa az,"Trade, Professional and Personal Services"
50.0,8021.0,dentists or orthodontists,prairie dental group,"['dentist in eden prairie, minnesota']",prairie dental,"['dentist in eden prairie, minnesota']",eden prairie mn,Health and Community Services
207.0,7929.0,bands orchestras or entertainers,cal shakes theater,"['performing arts theater in contra costa county, california']",cal shakes,"['juice · mays landing, njclosed ⋅ opens', '· $$juice · glassboro, njclosed ⋅ opens', 'juice · deptford, njclosed ⋅ opens', 'location unknown']",ca,Entertainment
13.98,5541.0,gas/service stations with/without ancillary services,klub,"['gas station in platte county, nebraska']",klub 8 travel center and grille,"['gas station in platte county, nebraska']",humphrey ne,Services to Transport
63.74,5411.0,grocery stores or supermarkets,hitchcock's,['supermarket'],hitchcocks,['supermarket'],trenton fl,Retail Trade
20.0,8041.0,chiropractors,edward fratto jr dc,[],edward j. fratto jr dc,[],san francisco ca,Health and Community Services
78.85,5946.0,camera and/or photographic supply stores,freestyle photo,[],freestyle photographic supplies,"['santa fe springs, caclosed ⋅ opens fri', 'los angeles, caclosed ⋅ opens fri', 'near california']",ca,Entertainment
7.23,nan,nan,food circus superm,"['supermarket · broad rock blvdclosed ⋅ opens', 'supermarket · midlothian turnpikeclosed ⋅ opens', 'supermarket · jefferson davis hwyclosed ⋅ opens', 'near richmond, va']",food circus,['grocery store'],richmond va,Retail Trade
313.0,nan,nan,a  quality servic,"['towing service in nephi, utah']",a  quality towing and road services,"['towing service in nephi, utah']",nephi ut,Services to Transport
17.98,5812.0,restaurants or eating places,wok of flame,['chinese restaurant'],wok of flame,['chinese restaurant'],davis ca,Entertainment
100.0,nan,nan,"my movie ads, llc",[],my movie ads,"['view all', 'advertising agency in pleasant grove, utah']",ut,Entertainment
94.88,nan,nan,bamboo shack,['restaurant'],bamboo shack,['restaurant'],nassau bs,Entertainment
24.0,5812.0,restaurants or eating places,maddie`s bagel and  ea,['breakfast restaurant'],maddies bagel and eatery,['breakfast restaurant'],salem nh,Entertainment
12.5,7922.0,theatrical producers (excl motion pictures) ticket agencies,tcktweb*aabondywithgol,[],tcktweb*aabondywithgol,[],ca,Entertainment
97.49,7299.0,misc personal services not elsewhere classified,sq *allyson valder,['view all'],sq *allyson valder,['view all'],mesa az,"Trade, Professional and Personal Services"
56.92,5814.0,fast food restaurants,lolito`s burritos,"['grocery store in boulder, colorado']",lolitos burritos thornton,"['· $mexican · e aveclosed ⋅ opens fri', '· $mexican · e ave unit aclosed ⋅ opens fri', '· $$mexican · pennsylvania stclosed ⋅ opens fri', 'near thornton, co']",thornton co,Entertainment
25.0,5542.0,automated fuel dispensers,sunwest all stop,['convenience store'],all stop sunwest,['convenience store'],west fargo nd,Retail Trade
48.0,7997.0,membership clubs incl sports rec athletic country golf,rockinjump inc,"['amusement center in dublin, california']",rockin jump trampoline park,"['amusement center in dublin, california']",dublin ca,Entertainment
31.21,5941.0,sporting goods stores,anglers habitat,"['sporting goods store in caldwell, idaho']",anglers habitat,"['sporting goods store in caldwell, idaho']",caldwell id,Retail Trade
178.0,7999.0,amusement/recreational services not elsewhere classified,mammoth mtn svcs,"['travel agency · minaret rd', 'view all', 'ski resort · minaret rdclosed ⋅ opens friyear-round resort for all ability levels', 'property management company · ski trails rd', 'near mammoth lakes, ca']",mammoth mountain ski area,"['mammoth mountain is a lava dome complex partially located within the town of mammoth lakes, california, in the inyo national forest of madera and ...', 'view all', 'ski resort in mammoth lakes, california']",mammoth lakes ca,Travel
200.0,8062.0,hospitals,plaza medical center,"['medical clinic · farragut, tn', 'doctor · knoxville, tn', 'medical center · knoxville, tn', 'location unknown']",plaza medical center,"['medical clinic · bakersfield, caclosed ⋅ opens fri', 'hospital · roseville, caopen hours', 'near santa clara county, ca', 'medical center · fresno, caopen hours']",tn,Health and Community Services
25.0,nan,nan,vectorstock media,['view all'],mount eden park,"['mount eden rdopen ⋅ closes', 'reimers ave', 'near mount eden, auckland, new zealand', 'view all', 'kingsland terrace']",mount eden nz,Travel
81.05,7922.0,theatrical producers (excl motion pictures) ticket agencies,tm *eagles,[],eagles,['view all'],ca,Services to Transport
13.65,5814.0,fast food restaurants,chili s g & g,"['tex-mex restaurant', 'view all']",chilis grill and bar,"['sports arena blvdcloses soon ⋅', 'near san diego, ca', 'clairemont mesa blvdcloses soon ⋅', 'camino del rio ncloses soon ⋅']",san diego ca,Entertainment
65.0,7911.0,dance halls studios and schools,ballet repertory theat,"['dance school in albuquerque, new mexico']",ballet repertory theatre of new mexico,"['dance school in albuquerque, new mexico']",albuqureque nm,Entertainment
400.71,5094.0,precious stones and metals watches and jewelry,jewels by park lane in,"['jewelry designer in schaumburg, illinois']",jewels by park lane,"['jewelry designer in schaumburg, illinois']",il,Retail Trade
10.35,nan,nan,e j taxi service,"['near morrow county, or', '· taxi service', '· taxi serviceparker, tx', '· taxi servicelubbock, tx']",tyler taxi cab,"['· taxi e ferguson st', 'near tyler, tx', 'taxi service', '· airport shuttle s se loop suite']",tx,Travel
11.56,5099.0,durable goods (nec),custom aquatic inc,"['pond supply store in vista, california']",custom aquatic,"['near custom aquatic, la mirada ct, vista, ca', 'tropical fish store · san marcos, caclosed ⋅ opens fri', 'pond supply store · poinsettia aveclosed ⋅ opens fri']",ca,Retail Trade
149.0,nan,nan,dave's discount mo,[],daves discount motors ddm racing,"['hobby store in draper, utah']",ut,Retail Trade
115.0,8398.0,charitable or social services organizations,stories on stage,"['corporate campus in boulder, colorado']",stories on stage,"['corporate campus in boulder, colorado']",co,Health and Community Services
30.0,nan,nan,pats muffler & wel,"['muffler shop in mounds view, minnesota']",pats muffler and welding,"['muffler shop in mounds view, minnesota']",mounds view mn,Services to Transport
37.59,nan,nan,slack's hoagie sha,['family restaurant'],slacks hoagie shack,['family restaurant'],huntington va pa,Entertainment
49.99,5944.0,clock jewelry silverware or watch stores,say hello diamonds,"['jewelry store in san francisco, california']",say hello diamonds,"['jewelry store in new york city, new york']",ny,Retail Trade
14.33,nan,nan,spitz   eagle rock,['mediterranean restaurant'],spitz,"['hillhurst avecloses soon ⋅', 'near los angeles, ca', 'e stopen ⋅ closes', 'colorado blvdcloses soon ⋅']",los angeles ca,Entertainment
12.4,8220.0,universities colleges sr colleges or professional schools,amc bkstore postal uni,"['bookstore in aurora, colorado']",colorado school of public health,"['school in aurora, colorado']",aurora co,Education
25.0,5712.0,furniture home furnishings & equip stores excl appliances,cranson custom upholst,"['upholstery shop in tempe, arizona']",cranson custom upholstery,"['upholstery shop in tempe, arizona']",tempe az,Retail Trade
117.0,nan,nan,space mart self st,"['near midlothian, va', 'self-storage justice rdclosed ⋅ opens', 'self-storage huguenot rdclosed ⋅ opens', 'self-storage midlothian turnpikeclosed ⋅ opens']",life storage,"['near midlothian, va', 'commonwealth centre pkwyclosed ⋅ opens', 'n bailey bridge rdclosed ⋅ opens', 'midlothian turnpikeclosed ⋅ opens']",midlothian va,"Trade, Professional and Personal Services"
42.65,5065.0,electrical parts and equipment,vegas electric,"['electrical supply store in bullhead city, arizona']",vegas electrical supply,"['electrical supply store in bullhead city, arizona']",bullhead az,Retail Trade
490.0,8299.0,schools and educational services (nec),oregon school of massa,"['massage school in portland, oregon']",oregon school of massage portland campus,"['massage school in portland, oregon']",portland or,Retail Trade
15.9,nan,nan,k coast surf shop,"['coastal hwyclosed ⋅ opens', 'k-coast surf shop plaza, coastal hwyclosed ⋅ opens', 'near ocean city, md']",k coast surf shop,"['coastal hwyclosed ⋅ opens', 'k-coast surf shop plaza, coastal hwyclosed ⋅ opens', 'near ocean city, md']",ocean city md,Retail Trade
14.99,5968.0,continuity/subscription merchant,eig*apollohosting,[],eig,[],ma,"Trade, Professional and Personal Services"
68.25,nan,nan,wash co restore,"['home improvement store in beaverton, oregon']",washington county habitat for humanity restore,"['home improvement store in beaverton, oregon']",beaverton or,"Trade, Professional and Personal Services"
2.74,5231.0,glass paint or wallpaper stores,www.tangletree interio,[],www.tangletree interio,[],internet gb,Retail Trade
179.0,8021.0,dentists or orthodontists,adc oral health  grly,"['near greeley, co', 'dental clinic · ave suite ⋅ opens fri', 'view all', 'oral surgeon · w st suite bclosed ⋅ opens fri', 'dental clinic · ave ste ⋅ opens mon']",affordable dental clinic,"['dentist in greeley, colorado']",greeley co,Health and Community Services
45.0,nan,nan,fiore rosso,['italian restaurant'],fiore rosso restaurant,['italian restaurant'],toms river nj,Entertainment
20.0,nan,nan,martin zisblatt ph,"['dermatologist in jefferson valley, new york']",zisblatt martin md,"['dermatologist in jefferson valley, new york']",yorktown heig ny,Health and Community Services
4.32,nan,nan,raceway,"['sports facility in sherman county, oregon', 'view all']",raceway,"['car racing track in ross county, ohio']",nan,Services to Transport
4.0,5812.0,restaurants or eating places,hobbies catering,"['caterer · elizabethtown, kytemporarily closed', 'catererclosed ⋅ opens', 'caterer · lexington, kyclosed ⋅ opens', 'near columbus oh, oh']",fast freight hobbies,"['model train store in mccracken county, kentucky']",ky,Retail Trade
156.84,5311.0,department stores,macy*s east #,['corporate office'],macys credit and customer services center,['corporate office'],mason oh,Retail Trade
37.78,5699.0,apparel and accessory shops -- miscellaneous,dennis  tukwila,"['event planner · industry dr', 'dentist · fort dent way', 'near tukwila pkwy, tukwila, wa', 'counselor · southcenter blvd # closed']",dennis  tukwila,"['near morrow county, or', 'event planner · tukwila, wa', 'counselor · tukwila, watemporarily closed', 'dentist · tukwila, wa']",tukwila wa,Retail Trade
35.0,nan,nan,do me nails,"['nail salon in jersey city, new jersey']",do me nails,"['nail salon in jersey city, new jersey']",jersey city nj,"Trade, Professional and Personal Services"
51.95,8211.0,elementary or secondary schools,mlm cta independence,[],mlm cta independence,[],mylunchmoney. az,Education
3.84,5942.0,book stores,myopic books,"['bookstore in chicago, illinois']",myopic books,"['bookstore in chicago, illinois']",chicago il,Retail Trade
45.79,5812.0,restaurants or eating places,pasquinis highland,['pizza restaurant'],pasquinis pizzeria,['pizza restaurant'],denver co,Entertainment
19.95,5968.0,continuity/subscription merchant,mag*mac life (non disc,['view all'],mag*mac life (non disc,['view all'],tn,Property and Business Services
400.0,8999.0,professional services (nec),quicken loans inc,"['mortgage lender in detroit, michigan']",quicken loans,"['mortgage lender in detroit, michigan']",mi,Finance
86.63,nan,nan,walker boutique,"['pharmacy in statesboro, georgia']",walker pharmacy and boutique,"['pharmacy in statesboro, georgia']",ga,Retail Trade
21.44,5947.0,card gift novelty or souvenir shops,carousel music box co.,[],carousel music box,"['amusement park ride · w harbor drclosed ⋅ opens fri', 'near music box, india st, san diego', 'amusement park ride · zoo plclosed ⋅ opens friearly carousel with a brass ring', '· $$$live music venue · india stopen ⋅ closes']",san diego ca,Retail Trade
37.85,nan,nan,dennys restaurant,['diner'],dennys restaurant,['diner'],carolina pr,Travel
189.99,nan,nan,pfi western store,"['western apparel store in springfield, missouri']",pfi,"['western apparel store in springfield, missouri']",mo,Retail Trade
225.0,8351.0,day or child care services,totspot preschool,"['· preschoolchandler, azclosed ⋅ opens fri', 'near totspot preschool, s val vista dr gilbert, az', '· preschoolgilbert, azclosed ⋅ opens fri']",totspot preschool,"['· preschoolchandler, azclosed ⋅ opens fri', 'near totspot preschool, s val vista dr gilbert, az', '· preschoolgilbert, azclosed ⋅ opens fri']",az,Education
5.03,5812.0,restaurants or eating places,the lift coffee compan,['cafe'],the lift,['view all'],whistler cd,Retail Trade
52.0,5812.0,restaurants or eating places,onyx bar and grill,[],onyx bar and grill,[],lewistown mt,Entertainment
12.26,nan,nan,aafes robins afb m,"['store in robins air force base, georgia']",robins main exchange,"['store in robins air force base, georgia']",warner robins ga,Retail Trade
36.42,5812.0,restaurants or eating places,rue cler,['french restaurant'],rue cler,['french restaurant'],nc,Entertainment
20.0,8099.0,medical services and health practitioners (nec),rum river counseli,"['counselor in andover, minnesota']",rum river counseling,"['counselor in andover, minnesota']",andover mn,Health and Community Services
470.0,8042.0,ophthalmologists or optometrists,kirk t reed optometris,"['optometrist in chandler, arizona']",reed family vision,"['optometrist in chandler, arizona']",chandler az,Health and Community Services
30.0,9399.0,government services (nec) or fire departments,bob hope airport,"['airport in los angeles county, california']",bob hope airport,"['airport in los angeles county, california']",burbank ca,Services to Transport
45.87,5812.0,restaurants or eating places,laws lunch and dinner,['restaurant'],laws restaurant,['restaurant'],riverside ca,Entertainment
216.67,5511.0,auto/truck dealers new/used sale repair parts & lease,go dodge south,"['view all', 's broadwayclosed ⋅ opens fri', 'w tufts aveclosed ⋅ opens fri', 'near littleton, co']",brandon dodge on broadway,"['car dealer in littleton, colorado']",littleton co,Retail Trade
32.9,5942.0,book stores,the book peddler,['cafe'],the book peddler,['cafe'],w yellowstone mt,Retail Trade
47.04,5411.0,grocery stores or supermarkets,econo rincon,['supermarket'],econo,['supermarket'],rincon pr,"Trade, Professional and Personal Services"
52.0,7941.0,commercial/professional sports promoters athletic fields,ocb,[],ocb,"['spa in towson, maryland']",md,Entertainment
80.62,nan,nan,mattitostex mex,"['oak lawn ave ste ⋅ opens fri', 'near dallas, tx', 'forest lnclosed ⋅ opens fri']",mattitos,"['oak lawn ave ste ⋅ opens fri', 'near dallas, tx', 'forest lnclosed ⋅ opens fri']",dallas tx,Entertainment
7.4,nan,nan,gordon's bait and,['bait shop'],gordons bait and tackle,['bait shop'],brownsville tx,Retail Trade
49.75,5942.0,book stores,exclusive books waterf,"['bookstore in cape town, south africa']",exclusive books waterf,"['bookstore in cape town, south africa']",cape town za,Retail Trade
13.29,5947.0,card gift novelty or souvenir shops,inner eye gallery,"['art gallery in sedona, arizona']",inner eye gallery,"['art gallery in sedona, arizona']",sedona az,Retail Trade
