Amount ($),Merchant Code,Merchant Category,Default Brand,Default Brand Description,Coalesced Brand,Coalesced Brand Description,Location,Category
97.65,nan,nan,cedars of lebanon,[],cedars,"['monument in salt lake city, utah']",salt lake cit ut,Entertainment
10.38,5812.0,restaurants or eating places,chino bandido phoenix,['mexican restaurant'],chino bandido,"['view all', 'mexican restaurant']",phoenix az,Entertainment
26.61,nan,nan,groovy records,"['record store in deland, florida']",groovy records,"['record store in deland, florida']",deland fl,Retail Trade
45.0,8041.0,chiropractors,bridgetown chiropracti,"['n lombard st suite bclosed ⋅ opens fri', 'near portland, or', 'ne glisan stclosed ⋅ opens fri']",bridgetown chiropractic and wellness pc,"['chiropractor in portland, oregon']",portland or,Health and Community Services
17.0,nan,nan,artisti cuts,"['beauty salon in grand island, nebraska']",artisti cuts,"['beauty salon in grand island, nebraska']",grand island ne,"Trade, Professional and Personal Services"
182.55,5912.0,pharmcies or drug stores,topspill.com(),[],topspill.com(),[],baku aj,Retail Trade
20.0,nan,nan,gasarama,"['gas station in hampton township, new jersey']",gasarama,"['gas station in hampton township, new jersey']",newton nj,Services to Transport
10.0,nan,nan,the moon,"['view all', 'night club in tallahassee, florida']",the moon,"['view all', 'night club in tallahassee, florida']",tallahassee fl,Retail Trade
318.0,1520.0,general contractors - residential buildings,"a lumination electric, i","['electrician in the lockhart, florida']",a lumination electric,"['electrician in the lockhart, florida']",fl,"Trade, Professional and Personal Services"
12.0,5999.0,miscellaneous & specialty stores,anaheim village rv sto,"['rv storage facility in anaheim, california']",anaheim rv storage,"['rv storage facility in anaheim, california']",anaheim ca,"Trade, Professional and Personal Services"
8.5,5099.0,durable goods (nec),"norscot group, inc","['marketing agency in mequon, wisconsin']",norscot,"['marketing agency in mequon, wisconsin']",wi,Property and Business Services
2.0,8999.0,professional services (nec),arizona loan solutions,"['car finance and loan company in flagstaff, arizona']",arizona loan solutions,"['car finance and loan company in flagstaff, arizona']",flagstaff az,"Trade, Professional and Personal Services"
129.4,nan,nan,dr shawn m mcdonal,"['optometrist in placerville, california']",mc donald shawn m od,"['optometrist in placerville, california']",ca,Health and Community Services
64.94,nan,nan,texas state alarm,"['security system supplier in la feria north, texas']",texas state alarm,"['security system supplier in la feria north, texas']",tx,"Trade, Professional and Personal Services"
16.5,nan,nan,baggy's by the lak,['cocktail bar'],baggys by the lake,['cocktail bar'],oakland ca,Entertainment
24.0,8099.0,medical services and health practitioners (nec),el paso orthopedic ht,"['orthopedic surgeon · edgemere blvd building fclosed ⋅ opens fri', 'medical clinic · lee trevino drclosed ⋅ opens fri', 'near el paso, tx', 'orthopedic clinic · remcon cir ste']",el paso orthopedic specialists,"['orthopedic clinic in el paso, texas']",el paso tx,Health and Community Services
50.7,5812.0,restaurants or eating places,hieronymus seafood,[],hieronymus seafood restaurant and oyster bar,['seafood restaurant'],wilmington nc,Entertainment
33.5,5812.0,restaurants or eating places,pan asia,['restaurant'],pan asia,['restaurant'],phoenix az,Entertainment
1704.41,nan,nan,coco plum island r,['resort hotel'],plum island hall,"['view all', 'banquet hall in newbury, massachusetts']",dangriga bz,Entertainment
38.51,5541.0,gas/service stations with/without ancillary services,sinopec (kln tong),[],hong kong house,['chinese restaurant'],hong kong hk,Entertainment
160.0,nan,nan,a #  mobile detai,[],mobile detail svc,"['· car detailing serviceclosed ⋅ opens fri', '· car detailing servicerichmond, vaopen hours', 'near washington dc (hagerstown md)']",ga,Services to Transport
10.9,nan,nan,sabor del caribe r,['puerto rican restaurant'],sabor del caribe,['puerto rican restaurant'],kissimmee fl,Entertainment
13.46,nan,nan,west helena a z fo,[],helena agri,['fertilizer supplier'],west helena ar,"Trade, Professional and Personal Services"
12.99,nan,nan,trigo sf style del,['sandwich shop'],trigo san francisco style deli and catering,['sandwich shop'],panama city fl,Retail Trade
89.99,nan,nan,answersby pc suppo,[],speedgeek,"['computer repair service in new york city, new york']",ny,"Trade, Professional and Personal Services"
79.55,nan,nan,win buffet,['buffet restaurant'],win buffet,['buffet restaurant'],alexandria va,Entertainment
41.0,nan,nan,eth st parking,"['parking aveopen hours', 'near new york, ny', 'parking w stclosed ⋅ opens fri', 'parking e st']",sp parking,"['parking w stopen hours', 'near new york, ny', 'parking e stopen hours']",new york ny,Services to Transport
109.48,5521.0,automobile and truck dealers (used only),titan automotive llc,"['car dealer in chandler, arizona']",ssc auto repair,"['auto repair shop in chandler, arizona']",chandler az,Services to Transport
15.34,5814.0,fast food restaurants,lilcaesars,['pizza restaurant'],little caesars pizza,['pizza restaurant'],junction city ks,Entertainment
35.94,5812.0,restaurants or eating places,tiffy's family restaur,['family restaurant'],tiffys family restaurant,['family restaurant'],anaheim ca,Entertainment
28.15,4457.0,boat rentals and leases,jet skis ahoy,"['boat rental service in chelan, washington']",jet skis ahoy,"['boat rental service in chelan, washington']",chelan wa,Retail Trade
5.38,5085.0,industrial supplies (nec),spokane power tool,"['home improvement store in spokane, washington']",spokane power tool and equipment,"['home improvement store in spokane, washington']",spokane wa,Retail Trade
10.58,nan,nan,crystal cove,"['apartment building in baltimore, maryland']",crystal cove,"['apartment building in baltimore, maryland']",baltimore md,Retail Trade
14.8,5812.0,restaurants or eating places,happy buffet,['buffet restaurant'],happy buffet,['buffet restaurant'],beavercreek oh,Entertainment
6.33,5541.0,gas/service stations with/without ancillary services,dfi petro,"['gas station in loveland, colorado']",dfi petro,"['gas station in loveland, colorado']",loveland co,Services to Transport
8.72,nan,nan,ups*zxp,[],ups,"['atlanta, gaclosed ⋅ opens fri', 'near georgia']",ga,Communication Services
91.8,5995.0,pet shops pet foods and supplies stores,pawfessional pet c,"['pet groomer in johnson city, new york']",pawfessional pet care,"['pet groomer in johnson city, new york']",vestal ny,"Trade, Professional and Personal Services"
6.75,nan,nan,a tobaccco shop,"['tobacco shop · mexico city, mexicoclosed ⋅ opens fri', 'tobacco shop · república de uruguay ⋅ opens fri', 'near mexico city, cdmx, mexico', 'tobacco shop · av oaxaca ⋅ opens fri']",a tobaccco shop,"['tobacco shop · mexico city, mexicoclosed ⋅ opens fri', 'tobacco shop · república de uruguay ⋅ opens fri', 'near mexico city, cdmx, mexico', 'tobacco shop · av oaxaca ⋅ opens fri']",mexico df mx,Retail Trade
41.86,5462.0,bakeries,amierca's pie company,['american restaurant'],americas pie company and bakery,['american restaurant'],az,Entertainment
50.0,4722.0,travel agencies,t&t   mypoints item,[],t and t,"['columbus, ohclosed ⋅ opens fri', 'canton, oh', 'near columbus oh, oh', 'calgary, ab, canadacloses soon ⋅']",ne,Retail Trade
10.0,5499.0,misc food stores - specialty markets & convenience,friendship villg tempe,"['retirement community in tempe, arizona', 'view all']",friendship village,"['retirement community in tempe, arizona']",tempe az,Health and Community Services
269.62,7623.0,air conditioning or refrigeration repair shops,max air,[],maxey trailer sales,"['e lincoln aveclosed ⋅ opens fri', 'near maxey trailer sales, se frontage rd, fort collins, co', 'se frontage rdclosed ⋅ opens fri']",ft. collins co,Retail Trade
8.01,nan,nan,arabic and indian,['indian grocery store'],arabic and indian foods,['indian grocery store'],cedar city ut,Retail Trade
50.01,5542.0,automated fuel dispensers,avon beldon,['open in maps'],avon lake healthcare companies,"['near avon lake', 'medical clinic · avon belden rdclosed ⋅ opens fri', 'home health care service · avon belden rd suite ⋅ opens fri', 'urgent care center · avon belden rd ⋅ opens fri']",avon lake oh,Services to Transport
28.0,7523.0,automobile parking or parking lots,traders garage llc,"['parking garage in chicago, illinois']",traders self park,"['parking garage in chicago, illinois']",chicago il,Services to Transport
10.68,nan,nan,pizza h elizci,['pizza delivery'],tonys pizza,['pizza restaurant'],elizabeth cty nc,Entertainment
10.25,nan,nan,brewsky's bottle s,"['beer s atherton stcloses soon ⋅', 'near state college, pa', 'beer cato aveopen ⋅ closes']",brewskys bottle shop,"['cato aveopen ⋅ closes', 'near state college, pa', 's atherton stcloses soon ⋅']",state college pa,Retail Trade
80.11,5311.0,department stores,nordstrom #,"['shopping mall in hurst, texas', 'cafeteria']",nordstrom,"['shopping mall in hurst, texas', 'cafeteria']",hurst tx,Retail Trade
129.93,5965.0,combination catalog and retail merchant,amd*music direct inc,"['home audio store in chicago, illinois']",music direct,"['home audio store in chicago, illinois']",il,Retail Trade
8.41,5814.0,fast food restaurants,hansville cup of joy,['bakery'],cup of joy,['bakery'],hansville wa,Entertainment
90.0,742.0,veterinary services,spencer springs animal,"['animal hospital in paradise, nevada']",spencer springs animal hospital,"['animal hospital in paradise, nevada']",las vegas nv,Health and Community Services
108.99,5719.0,home furnishing specialty stores -- miscellaneous,selectbedding,"['mattress store · goodyear, azclosed ⋅ opens fri', 'home goods store · danville, caclosed ⋅ opens fri', 'near santa clara county, ca', '· $mattress store · dublin, caclosed ⋅ opens fri', 'view all']",select glass,"['auto glass shop in peoria, arizona']",az,Services to Transport
45.0,nan,nan,t nails,"['nail salon in high point, north carolina']",t nails,"['nail salon in high point, north carolina']",high point nc,"Trade, Professional and Personal Services"
9.1,5812.0,restaurants or eating places,cafe vero,['restaurant'],caffe vero,['restaurant'],lake george ny,Entertainment
6.45,5812.0,restaurants or eating places,beansters espresso,"['coffee shop', 'view all']",beansters espresso,"['coffee shop', 'view all']",ridgecrest ca,Entertainment
20.54,5521.0,automobile and truck dealers (used only),keesee motor c,"['ford dealer in cortez, colorado']",keesee motor company,"['ford dealer in cortez, colorado']",cortez co,Retail Trade
185.35,7933.0,bowling alleys,vernals dinah bowl,"['historical landmark in uintah county, utah']",vernals dinah bowl,"['historical landmark in uintah county, utah']",vernal ut,Entertainment
15.56,5699.0,apparel and accessory shops -- miscellaneous,cath kidston   york,"[""women's clothing store in england"", 'view all']",cath kidston   york,"[""women's clothing store in england"", 'view all']",york gb,Retail Trade
12.23,nan,nan,chaat bhavan,['indian restaurant'],chaat bhavan,['indian restaurant'],fremont ca,Entertainment
12.12,5814.0,fast food restaurants,lady liberty dining,['restaurant'],liberty lodge,['lodge'],branson mo,Travel
48.34,nan,nan,quicktrophy.com,[],quicktrophy,"['trophy shop in marquette, michigan']",mi,"Trade, Professional and Personal Services"
10.0,nan,nan,c d tire & muffler,"['tire shop in natalia, texas']",c d tire shop,"['near cd tire shop, pleasanton rd, san antonio, tx', 'used tire shop · nogalitos stclosed ⋅ opens fri', 'tire shop · pleasanton rdclosed ⋅ opens fri', 'tire shop · roosevelt aveclosed ⋅ opens fri']",san antonio tx,Services to Transport
15.78,nan,nan,tachi sushi bar,['sushi restaurant'],tachi sushi bar,['sushi restaurant'],concord ca,Entertainment
19.0,5812.0,restaurants or eating places,h management mt hood s,[],h management mt hood s,[],goverment cam or,Entertainment
17.65,5441.0,candy confectionery or nuts stores,tremblays sweet shop,['candy store'],tremblays sweet shop,['candy store'],stillwater mn,Retail Trade
20.0,7299.0,misc personal services not elsewhere classified,sq *grethel rowland,"['view all', 'pulmonologist in gilbert, arizona']",sq *grethel rowland,"['view all', 'pulmonologist in gilbert, arizona']",gilbert az,"Trade, Professional and Personal Services"
15.0,nan,nan,yogadurango,"['yoga studio in durango, colorado']",yogadurango,"['yoga studio in durango, colorado']",durango co,Health and Community Services
201.88,5399.0,general merchandise or convenience food stores,aa cargo,"['shipping service in grapevine, texas']",american airlines,"['hwy rm.', 'view all', 'american blvdopen hours', 'thu, august – mon, august', 'near fort worth, tx', 'skyview dropen hours']",fort worth tx,Travel
14.28,5812.0,restaurants or eating places,chef lee's #,['chinese restaurant'],chef lees,['chinese restaurant'],salinas ca,Entertainment
150.0,nan,nan,edmond lee dpm inc,"['podiatrist in los angeles, california']",edmond lee dpm,"['podiatrist in los angeles, california']",los angeles ca,Health and Community Services
20.86,5813.0,alcoholic beverages drinking places - bars nightclubs etc,lee's brothers limited,[],windsor club,"['club · riverside dr eclosed ⋅ opens fri', ""night club · riverside dr eclosed ⋅ opens fricasino's spacious, upscale disco"", 'record store · ouellette aveclosed ⋅ opens fri', 'near the windsor club, riverside dr e, windsor, on, canada']",windsor cd,Entertainment
80.0,nan,nan,emily haygood,['view all'],haygood,"['view all', 'chiropractor in burleson, texas']",benbrook tx,Communication Services
11.16,nan,nan,u like world buffe,"['open in maps', 'restaurant in mesa, arizona']",u like,"['painting · s stapley dr # soon ⋅ painting & craft classes', 'used car dealer · w broadway rdclosed ⋅ opens fri', 'scooter rental service · e brown rd ⋅ opens fri', 'near mesa, az']",mesa az,Entertainment
48.08,nan,nan,wasatch powder hou,"['ski rental service in holladay, utah']",wasatch powder house,"['ski rental service in holladay, utah']",holladay ut,Retail Trade
6.66,nan,nan,sportys pub and gr,['pub'],sportys,['pub'],minneapolis mn,Entertainment
125.0,nan,nan,h and k dental cen,"['dentist in phoenix, arizona']",h and k dental center,"['dentist in phoenix, arizona']",phoenix az,Health and Community Services
26.46,8999.0,professional services (nec),paypal *rg candles,[],paypal *rg candles,[],ca,"Trade, Professional and Personal Services"
52.14,nan,nan,postnet az,"['near arizona', 'anthem, azclosed ⋅ opens fri', 'chandler, azclosed ⋅ opens fri', 'phoenix, azclosed ⋅ opens fri']",postnet,"['near arizona', 'chandler, azclosed ⋅ opens fri', 'phoenix, azclosed ⋅ opens fri']",az,Property and Business Services
27.06,nan,nan,pets of perfection,"['pet groomer in midlothian, texas']",a pets of perfection,"['pet groomer in midlothian, texas']",midlothian tx,"Trade, Professional and Personal Services"
39.22,5992.0,florists,tlf*teboe florist,"['florist', 'florist · pine grove ave', 'near teboe florist, e eighth st, traverse city, mi', 'florist · w south airport rdclosed ⋅ opens fri']",teboe florist,"['florist in traverse city, michigan']",mi,Retail Trade
200.0,8021.0,dentists or orthodontists,corner cove dental,"['dentist in draper, utah']",corner cove dental,"['dentist in draper, utah']",draper ut,Health and Community Services
43.4,nan,nan,cillus company inc,"['office supply store in novato, california']",cillus,"['office supply store in novato, california']",ca,Retail Trade
25.01,nan,nan,fit for life,"['gym · bay city, txopen hours', 'fitness center · mesquite, txclosed ⋅ opens fri', 'near texas', 'gym · fort worth, txclosed ⋅ opens fri']",fit for life,"['gym in fort worth, texas']",tx,Health and Community Services
31.97,5499.0,misc food stores - specialty markets & convenience,vci*vitacost.com,[],vci*vitacost.com,[],fl,Retail Trade
8.61,5814.0,fast food restaurants,deli depot,['restaurant'],deli depot,['restaurant'],bastrop tx,Retail Trade
6.1,nan,nan,claudia rae's sand,['sandwich shop'],claudia raes sandwich shop,['sandwich shop'],albuquerque nm,Entertainment
16.95,5533.0,automotive parts accessories stores,alldata corp #,"['software company in elk grove, california']",alldata,"['software company in elk grove, california']",elk grove ca,Retail Trade
44.12,4722.0,travel agencies,mel's lucky bait&t,"['fishing store in otter tail county, minnesota']",bens bait shop,[],battle lake mn,Retail Trade
68.29,5992.0,florists,ftd*owlfie's flowers &,"['florist in rock springs, wyoming']",owlfies flowers and gifts,"['florist in rock springs, wyoming']",rock springs wy,Retail Trade
40.12,5812.0,restaurants or eating places,jojoes cafe,"['pizza · s state st ⋅ opens fri', '· $$restaurant · frogs landingclosed ⋅ opens fri', 'near hagerman, id', 'hot dog stand · martin drclosed ⋅ opens fri']",jojoes cafe,"['pizza · s state st ⋅ opens fri', '· $$restaurant · frogs landingclosed ⋅ opens fri', 'near hagerman, id', 'hot dog stand · martin drclosed ⋅ opens fri']",hagerman id,Entertainment
157.26,nan,nan,necessities,"[""women's clothing store in monticello, indiana""]",necessities,"[""women's clothing store in monticello, indiana""]",monticello in,Retail Trade
3.82,5542.0,automated fuel dispensers,maybell store,['general store'],maybell store,['general store'],maybell co,Services to Transport
6.34,nan,nan,its another tobacc,"['tobacco shop in lubbock, texas']",head hunters smoke shop,"['stopen ⋅ closes', 'near lubbock, tx']",lubbock tx,Retail Trade
49.57,nan,nan,oswalds   dca,"['gift shop in anaheim, california']",oswalds,"['gift shop in anaheim, california']",anaheim ca,Retail Trade
85.95,5947.0,card gift novelty or souvenir shops,magnetqueen,['view all'],magnetqueen,['view all'],tn,Retail Trade
43.3,7342.0,disinfecting or exterminating services,homeguard pest mgmt.,"['· pest control servicesan jose, caclosed ⋅ opens fri', '· home inspectorlivermore, caclosed ⋅ opens fri', 'near santa clara county, ca', '· home inspectorsan jose, caclosed ⋅ opens fri']",homeguard pest management,"['pest control service in snohomish, washington']",az,"Trade, Professional and Personal Services"
11.18,5251.0,hardware stores,j meier & sons inc.,"['hardware store in murrysville, pennsylvania']",john meier and sons,"['hardware store in murrysville, pennsylvania']",export pa,Retail Trade
5.66,5814.0,fast food restaurants,amados mexican food #,"['view all', '· $mexican · s mcclintock dr', '· $mexican · mesa, az', ""near amado's mexican food, s mcclintock dr, tempe, az""]",amados mexican food,"['view all', '· $mexican · s mcclintock dr', '· $mexican · mesa, az', ""near amado's mexican food, s mcclintock dr, tempe, az""]",mesa az,Entertainment
25.0,nan,nan,lumc cancer center,"['near maywood, il', 'medical center · s ave', 'medical center · s aveopen hours']",loyola university medical center,"['medical center in hines, illinois']",maywood il,Health and Community Services
18.23,7542.0,car washes,jcs full service c qps,"['restaurant in dallas, texas']",plaza car wash and lube center,"['car wash in dallas, texas']",dallas tx,Services to Transport
65.86,5812.0,restaurants or eating places,samurai guam,['view all'],samurai guam,['view all'],gu,Entertainment
28.83,5499.0,misc food stores - specialty markets & convenience,frs co.*healthy energy,[],frs,"['view all', 'city in california']",ca,Retail Trade
190.0,8999.0,professional services (nec),live wires,"['entertainment agency in seattle, washington']",live wires,"['entertainment agency in seattle, washington']",wa,Entertainment
47.26,5995.0,pet shops pet foods and supplies stores,ritzy rover,"['pet groomer in highlands ranch, colorado']",ritzy rover,"['pet groomer in highlands ranch, colorado']",lone tree co,Retail Trade
27.47,9399.0,government services (nec) or fire departments,air port arrival,"['airport in doha, qatar']",air port,"['near doha international airport, doha, qatar', 'international airport · hub airport for qatar airways', 'airport ·']",doha qa,Services to Transport
112.35,8099.0,medical services and health practitioners (nec),madonna proactive,"['physical fitness program in lincoln, nebraska']",madonna proactive medical fitness,"['physical fitness program in lincoln, nebraska']",lincoln ne,Health and Community Services
21.87,5971.0,art dealers or galleries,janet blumenthal,[],janet blumenthal,[],az,Retail Trade
27.97,5921.0,liquor wine package or beer stores,gilbert cellars llc,['winery'],gilbert cellars winery,['winery'],yakima wa,Retail Trade
81.2,5941.0,sporting goods stores,established brands   w,['view all'],established buyers,"['real estate consultant · st apartment', 'near boulder, co', 'real estate agency · canyon blvd hours', 'real estate agency · arapahoe ave # ⋅ opens fri']",boulder co,Retail Trade
59.55,5995.0,pet shops pet foods and supplies stores,horseloverz com,"['tack shop in hazleton, pennsylvania']",horseloverz.com,"['tack shop in hazleton, pennsylvania']",pa,Retail Trade
5.5,nan,nan,whiskey park,"['· $$cocktail bar · st louis park, mnclosed ⋅ opens fri', 'bar · n avecloses soon ⋅', 'cocktail bar · s marquette aveclosed ⋅ opens fri', 'near minneapolis, mn']",whiskey park,"['· $$cocktail bar · st louis park, mnclosed ⋅ opens fri', 'bar · n avecloses soon ⋅', 'cocktail bar · s marquette aveclosed ⋅ opens fri', 'near minneapolis, mn']",minneapolis mn,Entertainment
8.2,nan,nan,bruno's drive thru,['convenience store'],brunos drive thru,['convenience store'],pequannock nj,Retail Trade
200.0,7230.0,barber or beauty shops,salon aka inc.,"['beauty salon in centennial, colorado']",salon aka aveda,"['beauty salon in centennial, colorado']",centennial co,"Trade, Professional and Personal Services"
5.75,nan,nan,ceces sales llc,"['car dealer in austin, texas']",ceces salon,"['view all', 'hair salon in brick township, new jersey']",coin tx,"Trade, Professional and Personal Services"
26.5,5812.0,restaurants or eating places,rj's cafe,['breakfast restaurant'],rjs cafe,['breakfast restaurant'],dana point ca,Entertainment
62.8,5812.0,restaurants or eating places,fresco grill and wine,['italian restaurant'],fresco wine bar and grill,['italian restaurant'],bonsall ca,Entertainment
4.26,7542.0,car washes,fruita car wash qps,"['near fruita, co', 'self service car wash · s plum stopen hours', 'self service car wash · s pine stopen hours', 'car wash · dogwood drclosed ⋅ opens fri']",wildcat car wash,"['self service car wash in fruita, colorado']",fruita co,Services to Transport
30.0,nan,nan,credit services of,"['credit reporting agency in saginaw county, michigan']",credit services of michigan,"['credit reporting agency in saginaw county, michigan']",mi,"Trade, Professional and Personal Services"
32.07,nan,nan,ime,"['outdoor sports store in salt lake county, utah']",ime,"['outdoor sports store in salt lake county, utah']",slc ut,Retail Trade
217.75,nan,nan,corp kit legal sup,"['commercial printer in islip, new york']",corpkit legal supplies,"['commercial printer in islip, new york']",islip ny,Property and Business Services
106.12,5199.0,non-durable goods (nec),home of poi,"['e-commerce service in christchurch, new zealand']",home of poi,"['e-commerce service in christchurch, new zealand']",christchurch nz,Retail Trade
432.02,7538.0,automotive service shops (non-dealer),atac,"['auto repair shop in gilbert, arizona']",atac,"['auto repair shop in gilbert, arizona']",gilbert az,"Trade, Professional and Personal Services"
5.15,nan,nan,unt chat food cour,"['cafeteria · denton, txclosed ⋅ opens fri', 'food court · denton, tx', 'near texas']",unt dining services,['cafeteria'],tx,Entertainment
38.49,nan,nan,la paisana meat ma,['grocery store'],la paisana meat market,['grocery store'],the colony tx,Retail Trade
88.42,5311.0,department stores,stockmann,"['department store in helsinki, finland', 'view all']",stockmann,"['department store in helsinki, finland', 'view all']",helsink fi,Retail Trade
244.02,7995.0,betting wagering lottery gambling tickets or chips,direkten kronprinsen,['convenience store'],direkten kronprinsen,['convenience store'],malmo se,Entertainment
54.03,nan,nan,gregorys florist,"['florist in south boston, virginia']",gregory florist,"['florist in south boston, virginia']",va,Retail Trade
13.0,nan,nan,mc anns bar s. res,['bar'],mc anns restaurant,['bar'],new york ny,Entertainment
68.5,nan,nan,int*silly farm sup,"['make-up artist in davie, florida']",silly farm supplies,"['make-up artist in davie, florida']",fl,Retail Trade
40.0,8011.0,doctors or physicians,leonard h kim md med,"['dermatologist in los angeles, california']",dr. leonard h. kim md,"['dermatologist in los angeles, california']",beverly hills ca,Health and Community Services
234.11,nan,nan,bardessono inn and,['hotel'],bardessono,['hotel'],yountville ca,Travel
17.0,7230.0,barber or beauty shops,th east hair,"['· hair e sclosed ⋅ opens fri', '· hair e s suite ⋅ opens fri', 'near salt lake city, ut', '· hair etemporarily closed', 'view all']",vida salon,"['beauty salon in salt lake city, utah']",salt lake cit ut,"Trade, Professional and Personal Services"
41.93,5812.0,restaurants or eating places,sageport grille,"['view all', 'american restaurant']",sage port grille,['american restaurant'],richland wa,Entertainment
56.03,nan,nan,"de luna jewelers,","['jeweler in davis, california']",bella luna jewelers,"['jeweler in davis, california']",davis ca,Retail Trade
451.71,5912.0,pharmcies or drug stores,farmacia punta pacific,"['pharmacy in panama city, panama']",farmacia,"['pharmacymiddletown, nyclosed ⋅ opens fri', 'pharmacymanville, njclosed ⋅ opens fri', 'near washington dc (hagerstown md)', 'department storemanassas, vaclosed ⋅ opens fri']",panama pb,Retail Trade
9.18,nan,nan,mykawa citgo,"['gas station in houston, texas']",mykawa citgo,"['gas station in houston, texas']",houston tx,Services to Transport
6.5,5977.0,cosmetic stores,bogdana liquid vitamin,[],bogdana liquid vitamins,[],ca,Retail Trade
99.0,5542.0,automated fuel dispensers,vale sinclair,['gas station'],vale sinclair,['gas station'],vale or,Services to Transport
20.0,8011.0,doctors or physicians,rafael de la flor weis,"['doctor in cleveland, texas']",delaflor weiss rafael md,"['doctor in cleveland, texas']",cleveland tx,Health and Community Services
5.13,nan,nan,koy wan hibachi bu,['asian restaurant'],koywan buffet,['asian restaurant'],altamonte spr fl,Entertainment
75.0,5712.0,furniture home furnishings & equip stores excl appliances,bills home furnishings,"['furniture store in price, utah']",bills home furnishings,"['furniture store in price, utah']",ut,Retail Trade
27.0,5812.0,restaurants or eating places,ca'brea,['italian restaurant'],cabrea,"['view all', 'italian restaurant']",los angeles ca,Entertainment
28.0,5812.0,restaurants or eating places,wrights steak house,['steak house'],wrights steak house,['steak house'],del rio tx,Entertainment
45.0,8062.0,hospitals,select of therapy,"['physical therapy richmond ave.closed ⋅ opens fri', 'near houston, tx', 'physical therapy katy fwy suite ⋅ opens fri', 'physical therapy fannin st suite ⋅ opens fri']",select physical therapy,"['washington ave suite ⋅ opens fri', 'katy fwy suite ⋅ opens fri', 'near houston, tx', 'richmond ave.closed ⋅ opens fri']",houston tx,Health and Community Services
81.11,5422.0,freezer and locker meat provisioners,fort sumner processing,['food'],fort sumner processing,['food'],fort sumner nm,Retail Trade
19.5,7992.0,golf courses -- public,eaton canyon golf,"['golf course in los angeles county, california']",eaton canyon golf course,"['golf course in los angeles county, california']",pasadena ca,Entertainment
10.75,nan,nan,six brothers meat,['grocery store'],six brothers groceries,['grocery store'],pensacola fl,Retail Trade
20.0,5812.0,restaurants or eating places,miguels iv,['mexican restaurant'],miguels family mexican restaurant,['mexican restaurant'],eagle point or,Entertainment
5.0,7523.0,automobile parking or parking lots,paypark,[],paypark,[],buffalo ny,Services to Transport
7.0,nan,nan,summit hse cafe,"['restaurant · keystone, co', 'near summit house, keystone, co', '· $$snack bar · dillon, coclosed ⋅ opens fri']",summit house,"['restaurant · keystone, co', 'near summit house, keystone, co', '· $$snack bar · dillon, coclosed ⋅ opens fri', 'gym · keystone, co']",keystone co,Retail Trade
646.8,nan,nan,bill's welding mac,"['welder in pullman, washington']",bills welding and machine shop,"['welder in pullman, washington']",pullman wa,"Trade, Professional and Personal Services"
40.0,7997.0,membership clubs incl sports rec athletic country golf,t k g inc,"['trucking company in lake havasu city, arizona', 'view all']",t k g inc,"['trucking company in lake havasu city, arizona', 'view all']",lake havasu c az,Entertainment
14.66,nan,nan,nelson's heating +,"['air conditioning contractor in moab, utah']",nelsons heating and refrigeration,"['air conditioning contractor in moab, utah']",moab ut,"Trade, Professional and Personal Services"
53.84,nan,nan,g robinson print &,"['used book store in taos, new mexico']",g robinson old prints and maps,"['used book store in taos, new mexico']",taos nm,Retail Trade
20.25,nan,nan,surf bagel & deli,['breakfast restaurant'],surf bagel restaurant,['breakfast restaurant'],lewes de,Retail Trade
9.0,nan,nan,kenmae hair & nail,"['beauty salon in york county, pennsylvania']",kenmae hair and nails,"['beauty salon in york county, pennsylvania']",york pa,"Trade, Professional and Personal Services"
28.0,5251.0,hardware stores,a to z home center,"['home improvement store in dalhart, texas']",a to z home center,"['home improvement store in dalhart, texas']",dalhart tx,Retail Trade
60.73,nan,nan,the devils advocat,['restaurant'],devils advocate,['restaurant'],minneapolis mn,Entertainment
11.0,5812.0,restaurants or eating places,sturgis wine company,['wine store'],sturgis wine,"['liquor store · lazelle stclosed ⋅ opens fri', 'winery · vanocker canyon rdclosed ⋅ opens fri', 'near sturgis, sd', 'wine store · main st']",sturgis sd,Retail Trade
26.23,5964.0,catalog merchant,g form llc,"['sporting goods store in providence, rhode island']",gform providence ri,"['sporting goods store in providence, rhode island']",ri,Retail Trade
85.0,5399.0,general merchandise or convenience food stores,google *hvlandp,['view all'],google.com,[],google.com/ch ca,Property and Business Services
10.87,nan,nan,jessie pizza hot s,['pizza restaurant'],jesses pizza and hot subs,['pizza restaurant'],laurinburg nc,Entertainment
25.0,8011.0,doctors or physicians,"albert p pepka, md pc","['pediatrician in phoenix, arizona']",pepka albert p md,"['pediatrician in phoenix, arizona']",phoenix az,Health and Community Services
10.0,5732.0,electronic sales,iran e aryaee internat,['view all'],iran e aryaee internat,['view all'],calabasas ca,Retail Trade
126.0,7276.0,tax preparation service,j hewitt of hagerstown,"['northern aveclosed ⋅ opens fri', 'near hagerstown, md', 'garland groh blvdtemporarily closed', 'n potomac sttemporarily closed']",jackson hewitt tax service,"['near maryland', 'germantown, mdclosed ⋅ opens tue', 'oxon hill, mdclosed ⋅ opens wed', 'gaithersburg, mdtemporarily closed']",md,"Trade, Professional and Personal Services"
60.37,5661.0,shoe stores,www.clarksusa.com #,[],www.clarksusa.com #,[],ma,Retail Trade
