Amount ($),Merchant Code,Merchant Category,Default Brand,Default Brand Description,Coalesced Brand,Coalesced Brand Description,Location,Category
38.25,5712.0,furniture home furnishings & equip stores excl appliances,roots home & garden,"['gift shop in provincetown, massachusetts']",roots for home and garden,"['gift shop in provincetown, massachusetts']",provincetown ma,Retail Trade
41.02,5947.0,card gift novelty or souvenir shops,tokyo discount #,"['gift shop in las vegas, nevada']",tokyo discount,"['gift shop in las vegas, nevada']",las vegas nv,Retail Trade
26.31,5812.0,restaurants or eating places,tacko shop,"['near shop, tiffany ave, san francisco', '· $mexican · stcloses soon ⋅', 'tacos · cortland aveclosed ⋅ opens sun', '· $$mexican · fillmore stcloses soon ⋅']",tacko,['mexican restaurant'],san francisco ca,Entertainment
45.14,nan,nan,circle bp,"['park in polk county, florida', 'view all']",marathon gas,"['e kennedy blvdopen', 'near tampa, fl', 'n howard aveopen', 'e busch blvdopen']",tampa fl,Services to Transport
126.0,nan,nan,funplex bar & gril,"['amusement park · beechnut stclosed ⋅ opens frilarge complex with bowling, rides & more', '· $$bar · katy fwy suite ⋅ opens fri', 'near houston, tx', '· $sports bar · chimney rock rd']",the international office sports bar and grill,['sports bar'],houston tx,Entertainment
27.0,7230.0,barber or beauty shops,shear nv salon,"['beauty salon in loveland, colorado']",shear nv salon,"['beauty salon in loveland, colorado']",loveland co,"Trade, Professional and Personal Services"
15.16,5814.0,fast food restaurants,chinese cafes      q,"['near columbus oh, oh', '· $chinese · salem, ohclosed ⋅ opens', 'chinese · salem, ohclosed ⋅ opens']",chinese cafes      q,"['near columbus oh, oh', '· $chinese · salem, ohclosed ⋅ opens', 'chinese · salem, ohclosed ⋅ opens']",salem or,Entertainment
177.5,nan,nan,gym*atlantic vibe,"['gym in lewis center, ohio', 'view all']",gymnastics training center,"['· speedwayopen ⋅ closes', 'near the university of texas at austin, austin, tx', '· san jacinto blvdclosed ⋅ opens fri', '· fitness san jacinto blvdclosed ⋅ opens fri']",ut,Health and Community Services
85.23,5992.0,florists,tlf pjs flowers and gi,"['florist in circleville, ohio', 'view all']",pjs flowers and events,"['florist in phoenix, arizona']",az,Retail Trade
10.23,5812.0,restaurants or eating places,campo verde,"['tex-mex restaurant', 'view all']",verde,"['near arlington, tx', '· $$tex-mex restaurant · dalworthington gardens, txclosed ⋅ opens fri', 'landscaper · camp creek dr', 'public golf course · golf club drclosed ⋅ opens fri']",arlington tx,Entertainment
6.68,nan,nan,lynnes place,"['lake in florida', 'open in maps']",lynnes place,"['lake in florida', 'open in maps']",fl,Education
18.43,nan,nan,black & gold sport,"['clothing store in metairie, louisiana']",black and gold sports shop,"['clothing store in metairie, louisiana']",metairie la,Retail Trade
138.18,nan,nan,planet thrift   mn,"['used clothing store in little canada, minnesota']",planet thrift,"['used clothing store in little canada, minnesota']",little canada mn,Retail Trade
59.5,8351.0,day or child care services,kidzplex fun factory,"['gymnastics center in grand junction, colorado']",kidzplex,"['gymnastics center in grand junction, colorado']",grand junctio co,Entertainment
39.86,5499.0,misc food stores - specialty markets & convenience,chateau morrisette,['winery'],chateau morrisette winery,['winery'],floyd va,Retail Trade
3.56,nan,nan,the ivy room,['food court'],the ivy room,['food court'],ithaca ny,Entertainment
25.73,nan,nan,shore diner,['diner'],shore diner,['diner'],egg harbor tw nj,Retail Trade
33.77,nan,nan,holland llc,[],the holland hotel,['hotel'],jersey city nj,Travel
78.0,5712.0,furniture home furnishings & equip stores excl appliances,chiasso*catalog,[],catalog and mail order houses companies in illinois,[],il,Retail Trade
30.0,nan,nan,sunny salon,"['· beauty capital blvdclosed ⋅ opens', '· nail - cross link rdclosed ⋅ opens', 'near raleigh, nc']",sunny salon,"['· beauty salonraleigh, ncclosed ⋅ opens', 'location unknown', '· nail salonraleigh, ncclosed ⋅ opens']",raleigh nc,"Trade, Professional and Personal Services"
18.0,5532.0,automotive tire stores,discount tire co txh,"['tire shop in conroe, texas']",discount tire,[],conroe tx,Services to Transport
60.0,5944.0,clock jewelry silverware or watch stores,divine gypsy,[],divine gypsy,[],nashville tn,Retail Trade
35.0,8011.0,doctors or physicians,sharon l boyer d o,"['doctor in mesa, arizona']",dr. sharon l. boyer do,"['doctor in mesa, arizona']",tempe az,Health and Community Services
15.0,8021.0,dentists or orthodontists,smilelines family and,"['dentist in maricopa, arizona']",smile lines family dentistry and orthodontics,"['dentist in maricopa, arizona']",maricopa az,Health and Community Services
53.0,nan,nan,paris  nails,"['nail salon in west hollywood, california']",paris  nails,"['nail salon in west hollywood, california']",west hollywoo ca,"Trade, Professional and Personal Services"
29.25,nan,nan,las tres rosas,['restaurant'],las tres rosas,['restaurant'],buellton ca,Entertainment
74.98,5968.0,continuity/subscription merchant,fcf*stages s sply,[],fcf*stages s sply,[],ma,Property and Business Services
152.9,nan,nan,rrs*ski racing cat,['view all'],rrs,[],ny,Retail Trade
173.15,8021.0,dentists or orthodontists,smile dental studio,"['dentist in clermont county, ohio', 'dentist in salt lake city, utah']",smile dental studio,"['dentist in salt lake city, utah']",ut,Health and Community Services
27.0,5968.0,continuity/subscription merchant,twx*swxxj*parearyr,[],twx*swxxj*parearyr,[],ny,Property and Business Services
9.25,nan,nan,f & b hard rock ho,['american restaurant'],hard rock cafe,['american restaurant'],chicago il,Entertainment
36.45,5251.0,hardware stores,hance hardware hopkins,"['hardware store in hopkins, minnesota']",hance hardware,"['hardware store in hopkins, minnesota']",hopkins mn,Retail Trade
42.36,5947.0,card gift novelty or souvenir shops,today's giftshop,"['souvenir store in volendam, netherlands']",todays gifts,[],volendam nl,Retail Trade
268.92,7032.0,sport/recreational camps,i belambra,"['rte de giens', ""presqu'ile de, av. de l'estérel"", 'near hyères, france']",i belambra,"['rte de giens', ""presqu'ile de, av. de l'estérel"", 'near hyères, france']",hyeres fr,Entertainment
4.32,5411.0,grocery stores or supermarkets,ley ovalo,['supermarket'],ley ovalo,['supermarket'],hermosillo so mx,Retail Trade
37.27,5812.0,restaurants or eating places,dicks cafe,['restaurant'],dicks cafe,['restaurant'],las cruces nm,Entertainment
560.19,nan,nan,o.e. wheel distrib,"['car accessories store in manatee county, florida']",oe wheels,"['car accessories store in manatee county, florida']",sarasota fl,Retail Trade
15.27,5947.0,card gift novelty or souvenir shops,flagco gift inc,"['gift shop · s center aveclosed ⋅ opens fri', 'florist · n prospect stclosed ⋅ opens fri', 'gift shop · e main stclosed ⋅ opens fri', 'near merrill, wi']",broses flower center,"['florist in merrill, wisconsin']",merrill wi,Retail Trade
600.0,nan,nan,loudoun exchange &,"['pawn shop in leesburg, virginia']",loudoun exchange and jewelry,"['pawn shop in leesburg, virginia']",leesburg va,Retail Trade
5.0,nan,nan,aei*teachers disco,[],aei,"['educational institution · birmingham, miclosed ⋅ opens', 'satellite communication service · wyoming, mitemporarily closed', 'location unknown', 'machining manufacturer · south lyon, mi']",mi,Property and Business Services
16.3,5399.0,general merchandise or convenience food stores,aafes kuoma shoppette,['convenience store'],kouma shoppette,['convenience store'],fort hood tx,Retail Trade
85.0,5812.0,restaurants or eating places,cantina toscana,"['mexican restaurant in manatee county, florida', 'view all']",cantina toscana,"['mexican restaurant in manatee county, florida', 'view all']",university pa fl,Entertainment
32.42,7991.0,tourist attractions and exhibits,wooden valley winery (,['winery'],wooden valley winery,['winery'],ca,Entertainment
6.5,5812.0,restaurants or eating places,jimmys american bistro,"['american restaurant in seattle, washington']",jimmys american bistro,[],tucson az,Entertainment
13.0,nan,nan,braceys slip in,['convenience store'],bracey slip in,['convenience store'],bracey va,Retail Trade
15.23,nan,nan,minton road amoco,"['gas station in west melbourne, florida']",bp,['gas station'],west melbourn fl,Services to Transport
64.0,5812.0,restaurants or eating places,the whistle stop,['pub'],the whistle stop,['pub'],islamorada fl,Entertainment
23.96,nan,nan,dazzlingz,"['fashion accessories store in new orleans, louisiana']",dazzlingz,"['fashion accessories store in new orleans, louisiana']",new orleans la,Retail Trade
400.0,8011.0,doctors or physicians,jonathan e fow md inc,"['orthopedic surgeon in arroyo grande, california']",jonathan fow md,"['orthopedic surgeon in arroyo grande, california']",arroyo grande ca,Health and Community Services
26.35,7216.0,dry cleaners,heights cleaners,"['· dry s buckley rd ⋅ opens fri', 'near aurora, co', '· dry e hampden ave unit jclosed ⋅ opens fri', '· dry s tower rdclosed ⋅ opens fri']",heights cleaners,"['· dry s buckley rd ⋅ opens fri', 'near aurora, co', '· dry e hampden ave unit jclosed ⋅ opens fri', '· dry s tower rdclosed ⋅ opens fri']",aurora co,"Trade, Professional and Personal Services"
148.37,5921.0,liquor wine package or beer stores,peteswineshop com,[],peteswineshop.com,[],wa,Retail Trade
169.0,8021.0,dentists or orthodontists,c steadman willis dmd,"['dentist in durham, north carolina']",steadman willis dmd pa,"['dentist in durham, north carolina']",durham nc,Health and Community Services
12.0,nan,nan,etiwanda roadhouse,['bar'],the etiwanda roadhouse bar and grill,['bar'],etiwanda ca,Entertainment
680.52,nan,nan,east bay marine se,[],chevron,['gas station'],gibsonton fl,Services to Transport
161.0,nan,nan,peacebank yoga,"['yoga studio in redwood city, california']",peacebank yoga,"['yoga studio in redwood city, california']",redwood city ca,Health and Community Services
3.69,nan,nan,gopher stop,['convenience store'],nielsens gopher stop,['convenience store'],clarks grove mn,Retail Trade
17.0,5532.0,automotive tire stores,trav's tire & repa,"['auto repair shop in delta, utah']",travz tire and repair,"['auto repair shop in delta, utah']",delta ut,Services to Transport
11.22,5812.0,restaurants or eating places,fb the strip,"[""adult entertainment club · las vegas, nvone of the world's largest strip clubs"", '· $$$american · las vegas, nv', 'near las vegas strip, nv', 'professional services · las vegas, nvclosed ⋅ opens fri']",fb the strip,"[""adult entertainment club · las vegas, nvone of the world's largest strip clubs"", '· $$$american · las vegas, nv', 'near las vegas strip, nv', 'professional services · las vegas, nvclosed ⋅ opens fri']",vegas nv,Entertainment
44.97,5542.0,automated fuel dispensers,harmons  s.jordan fuel,['grocery store'],harmons,"['near utah', 'south jordan, utcloses soon ⋅']",s. jordan ut,Retail Trade
261.35,5814.0,fast food restaurants,jazzy s wine bar,['restaurant'],jazzys wine bar,['restaurant'],prescott az,Entertainment
25.0,8011.0,doctors or physicians,mohs surgery and derma,"['dermatologist in crystal lake, illinois']",mohs surgery and dermatology center,"['dermatologist in crystal lake, illinois']",crystal lake il,Health and Community Services
14.25,5999.0,miscellaneous & specialty stores,minibarbershop,['bar'],minibarbershop,['view all'],phoenix az,Entertainment
65.0,nan,nan,tee j's custom mut,"['pet boarding service in daniel, utah']",tee js custom mutt cuts,"['pet boarding service in daniel, utah']",heber city ut,"Trade, Professional and Personal Services"
29.0,7538.0,automotive service shops (non-dealer),daves metro auto and h,"['auto glass shop in phoenix, arizona']",daves metro auto glass,"['auto glass shop in phoenix, arizona']",phoenix az,Services to Transport
101.3,nan,nan,classic turf,"['near jacksonville, fl', 'philips hwyclosed ⋅ opens', 'stclosed ⋅ opens']",classic turf,"['near jacksonville, fl', 'philips hwyclosed ⋅ opens', 'stclosed ⋅ opens']",jacksonville fl,Retail Trade
21.0,5812.0,restaurants or eating places,no anchovies,['pizza restaurant'],no anchovies,['pizza restaurant'],tucson az,Entertainment
4.95,5300.0,wholesale clubs,valu passhelp.com,"['discount store in maitland, florida', 'view all']",valu pass maitland fl,"['discount store in maitland, florida']",fl,Retail Trade
89.0,8999.0,professional services (nec),mortgage marketing str,[],mortgage marketing pros,[],ok,"Trade, Professional and Personal Services"
24.0,7922.0,theatrical producers (excl motion pictures) ticket agencies,s.d. museum of art,"['art museum · la jolla, caclosed ⋅ opens friunique gift shop selling jewelry & books', 'near san diego, ca', 'art museum · kettner blvdclosed ⋅ opens fri', 'art museum · el pradoclosed ⋅ opens fri']",the san diego museum of art,"['art museum in san diego, california']",san diego ca,Entertainment
50.0,nan,nan,int*high desert pe,[],high desert pest control,"['pest control service in the cottonwood-verde village, arizona']",az,"Trade, Professional and Personal Services"
24.73,5812.0,restaurants or eating places,pho,"['· $vietnamese · w parker rd # ⋅ opens fri', 'city in texas', '· $vietnamese · coit rd ⋅ opens fri', 'near plano, tx', '· $vietnamese · w stclosed ⋅ opens fri']",pho,"['· $vietnamese · w parker rd # ⋅ opens fri', 'city in texas', '· $vietnamese · coit rd ⋅ opens fri', 'near plano, tx', '· $vietnamese · w stclosed ⋅ opens fri']",plano tx,Entertainment
1545.12,nan,nan,coast aluminum & a,"['aluminum supplier in hayward, california']",coast aluminum and architectural,"['fresno, caclosed ⋅ opens fri', 'near california', 'santa fe springs, caclosed ⋅ opens fri', 'hayward, caclosed ⋅ opens fri']",ca,Property and Business Services
33.0,nan,nan,chimney lakes clea,"['dry cleaner · argyle forest blvd # ⋅ opens', 'outdoor swimming pool · cheswick oak aveclosed ⋅ opens', 'near chimney lakes, jacksonville, fl', 'elementary school · staples mill drclosed ⋅ opens']",chimney lakes dry cleaners,"['dry cleaner in jacksonville, florida']",jacksonville fl,"Trade, Professional and Personal Services"
49.93,5542.0,automated fuel dispensers,labrea valero,"['gas station in los angeles, california']",la brea gas,"['gas station in the view park-windsor hills, california']",los angeles ca,Services to Transport
51.96,5947.0,card gift novelty or souvenir shops,olga's boutique pecos,"['clothing store in pecos, texas']",olgas boutique and western wear,"['clothing store in pecos, texas']",pecos tx,Retail Trade
25.48,nan,nan,peace food cafe,"['e stclosed ⋅ opens', 'amsterdam aveclosed ⋅ opens', 'near new york, ny']",peacefood cafe,"['e stclosed ⋅ opens', 'amsterdam aveclosed ⋅ opens', 'near new york, ny']",new york ny,Entertainment
10.68,nan,nan,topaz dublin airpo,['gas station in the republic of ireland'],dublin inn,['open in maps'],dublin ie,Entertainment
4.99,5735.0,record shops,kindle thespectato,[],amazon,"['san jose, ca', 'santa clara, ca', 'near santa clara county, ca']",wa,Retail Trade
11.69,nan,nan,city sandwich co,['sandwich shop'],city sandwich,['sandwich shop'],bakersfield ca,Retail Trade
37.27,5944.0,clock jewelry silverware or watch stores,arte toscana,"['jeweler · piazza duomo,', 'near san gimignano, province of siena, italy', 'art gallery · via s. martino, ⋅ opens', 'view all', 'art gallery · via cellolese, ⋅ opens']",arte toscana,"['jeweler · piazza duomo,', 'near san gimignano, province of siena, italy', 'art gallery · via s. martino, ⋅ opens', 'view all', 'art gallery · via cellolese, ⋅ opens']",san gimignano it,Retail Trade
79.89,5942.0,book stores,confetti antiques & bo,"['antique store in spanish fork, utah']",confetti antiques and books,"['antique store in spanish fork, utah']",spanish fork ut,Retail Trade
30.94,5812.0,restaurants or eating places,paul's boat,['seafood restaurant'],pauls seafood and oyster boat,['seafood restaurant'],houston tx,Entertainment
3.25,5814.0,fast food restaurants,tully's coffee th,['coffee shop'],vessel coffee roasters,['coffee shop'],spokane wa,Entertainment
27.0,nan,nan,steamboats,['steak house'],steamboats,['steak house'],cheyenne wy,Travel
9.0,7542.0,car washes,laser wash qps,"['car wash in parma, ohio', 'view all']",executive laser wash,"['near clive, ia', 'west des moines, iaopen hours', 'nw stopen hours']",clive ia,Services to Transport
4.94,5947.0,card gift novelty or souvenir shops,a one gift shop,"['gift shop · garapan, saipan, northern mariana islandsopen ⋅ closes', 'gift shop · afetna, saipan, northern mariana islandsclosed ⋅ opens', 'near saipan, cnmi']",a one,['view all'],saipan mp,Retail Trade
100.04,nan,nan,makqppa lmupi s.a.,[],shanghai city,"['view all', 'municipality in china']",shanghai cn,Entertainment
45.37,5655.0,riding or sports apparel stores,manchester united/,['view all'],united,"['view all', 'soccer club in middleton, wisconsin']",middleton gb,Services to Transport
24.28,5942.0,book stores,rkc booktrader,[],the booktrader,"['used book store in sun city, arizona']",sun city az,Retail Trade
3.31,nan,nan,donut taco palace,"['· $donuts · w us hwy service rdclosed ⋅ opens fri', 'near donut taco palace iii, n lamar blvd, austin, tx', '· $donuts · w slaughter lnclosed ⋅ opens fri']",donut taco palace i,"['· $donuts · w us hwy service rdclosed ⋅ opens fri', 'near austin, tx', '· $donuts · w slaughter lnclosed ⋅ opens fri']",austin tx,Retail Trade
36.65,5969.0,direct marketers (nec),wested,"['san francisco, caclosed ⋅ opens fri', 'los alamitos, ca', 'washington, dcclosed ⋅ opens', 'location unknown']",wested,"['san francisco, caclosed ⋅ opens fri', 'los alamitos, ca', 'near california', 'camarillo, caclosed ⋅ opens fri']",ca,Services to Transport
1.99,7399.0,business services (nec),google *whitepages,[],google.com,[],google.com/ch ca,Property and Business Services
19.95,7230.0,barber or beauty shops,haircuts ltd,"['barber shop in newton, massachusetts']",haircuts,"['· hair adams stclosed ⋅ opens', '· barber walnut stclosed ⋅ opens', '· hair salonnewton upper falls, maclosed ⋅ opens', 'near newton, ma', 'view all']",newton ma,"Trade, Professional and Personal Services"
2.64,5999.0,miscellaneous & specialty stores,zurchers discount part,[],zurchers party costumes wedding,['party store'],midvale ut,Retail Trade
97.49,nan,nan,my orchids,"['florist in los gatos, california']",my orchids,"['florist in los gatos, california']",los gatos ca,Retail Trade
25.0,5812.0,restaurants or eating places,rizzos,['bar & grill'],rizzos,['bar & grill'],naperville il,Entertainment
41.36,5942.0,book stores,rex's books,"['used book store in pueblo, colorado']",bargain books,"['book store in pueblo, colorado']",pueblo co,Retail Trade
24.15,5571.0,motorcycle dealers,barnett harley davidso,"['harley-davidson dealer in el paso, texas']",barnett harley davidson,"['harley-davidson dealer in el paso, texas']",el paso tx,Retail Trade
16.53,5812.0,restaurants or eating places,letty's mexican restau,['mexican restaurant'],lettys mexican restaurant,['mexican restaurant'],newbury park ca,Entertainment
14.74,7992.0,golf courses -- public,heritage highland gril,['bar & grill'],the highlands bar and grille,['bar & grill'],marana az,Entertainment
11.29,5912.0,pharmcies or drug stores,davita rx llc,"['dialysis centerlos angeles, caclosed ⋅ opens fri', 'near california', 'dialysis centervallejo, caclosed ⋅ opens fri', 'dialysis centercathedral city, caclosed ⋅ opens fri']",davita san bruno rx san bruno ca,"['dialysis center in san bruno, california']",ca,Retail Trade
23.54,nan,nan,coloma club,['bar & grill'],coloma club,['bar & grill'],coloma ca,Entertainment
27.95,nan,nan,san ramon valley s,"['the san ramon valley unified school district is a public school district in contra costa county, california. it has school sites serving more than ...', 'public school in danville, california', 'open in maps']",san ramon valley self storage,"['self-storage facility in san ramon, california']",san ramon ca,"Trade, Professional and Personal Services"
36.6,5813.0,alcoholic beverages drinking places - bars nightclubs etc,thors   the old mill g,['bar'],thors and the old mill grill,['bar'],nd,Entertainment
20.0,nan,nan,wabash true value,"['hardware store in wabash, indiana']",wabash hardware and rental,"['hardware store in wabash, indiana']",wabash in,"Trade, Professional and Personal Services"
10.0,5812.0,restaurants or eating places,four aces bar,['bar & grill'],four aces bar,['bar & grill'],superior mt,Entertainment
55.46,5812.0,restaurants or eating places,pekins,['restaurant'],perkins restaurant and bakery,['restaurant'],sindey ne,Entertainment
25.24,5942.0,book stores,boswell book company,"['bookstore in milwaukee, wisconsin']",boswell book company,"['bookstore in milwaukee, wisconsin']",milwaukee wi,Retail Trade
26.14,7011.0,lodging hotels motels resorts,hooters casino hotel,"['hotel', 'view all']",hooters casino hotel,"['hotel', 'view all']",las vegas nv,Travel
13.0,nan,nan,norm's beer & brat,"['live music venue in superior, wisconsin']",norms beer and brats,"['live music venue in superior, wisconsin']",superior wi,Entertainment
20.0,7230.0,barber or beauty shops,tatum hair & nails,"['nail salon in phoenix, arizona']",tatum hair and nails,"['nail salon in phoenix, arizona']",phoenix az,"Trade, Professional and Personal Services"
5.55,5411.0,grocery stores or supermarkets,mission shopping c,"['hardware store in mission, south dakota']",mission shopping center,"['hardware store in mission, south dakota']",mission sd,Retail Trade
75.62,5571.0,motorcycle dealers,custom cycle access,"['motorcycle dealer · n rancho dr ⋅ opens fri', 'near las vegas, nv', 'motorcycle dealer · e wyoming aveclosed ⋅ opens fri', 'mechanic · n rancho dr suite closed']",roccos auto and custom cycles,"['mechanic in las vegas, nevada']",las vegas nv,Services to Transport
17.58,nan,nan,hodsons bar and gr,"['· $$grill · st mall ⋅ opens fri', '· $$cocktail bar · e aveclosed ⋅ opens fri', '· $grill · lincoln stcloses soon ⋅', 'near denver, co']",hodsons southglenn,[],denver co,Entertainment
114.69,5812.0,restaurants or eating places,gnlv  carson st,"['near carson brook st, enterprise, nv', 'las vegas, nvclosed ⋅ opens fri', 'las vegas, nv']",gnlv  carson st,"['near carson brook st, enterprise, nv', 'las vegas, nvclosed ⋅ opens fri', 'las vegas, nv']",las vegas nv,Entertainment
8.95,5969.0,direct marketers (nec),adam mail,[],north carolina zoo,"['zoo in randolph county, north carolina', 'view all', 'twitter • days ago']",nc,Entertainment
40.63,5812.0,restaurants or eating places,eds fish n chips,['seafood restaurant'],eds fish and chips,"['view all', 'seafood restaurant']",avondale az,Entertainment
9.3,7299.0,misc personal services not elsewhere classified,water  u,"['bottled water supplier · rimpau ave # ⋅ opens fri', 'bottled water supplier · w st suite ⋅ opens fri', 'near corona, ca', 'bottled water supplier · river rd # e']",water bottles 4 u,"['view all', 'bottled water supplier in corona, california']",corona ca,Retail Trade
20.0,7997.0,membership clubs incl sports rec athletic country golf,hood rvr golf & cntry,"['· $$golf course · brookside drclosed ⋅ opens fri', 'near hood river', 'golf course · country club rdclosed ⋅ opens fri']",hood river golf course,"['golf course in hood river county, oregon']",hood river or,Entertainment
101.15,4816.0,computer network/info svcs,cablenetwor,"['near columbus oh, oh', 'computer support and services', 'cable company · canal winchester, oh', 'telecommunications contractor · columbus, oh']",cablenetwor,"['cable companyclosed ⋅ opens fri', 'cable company · san jose, caclosed ⋅ opens fri', 'near santa clara county, ca']",co,"Trade, Professional and Personal Services"
3.4,8011.0,doctors or physicians,afca st,[],afca st,[],az,Health and Community Services
13.07,nan,nan,cabana seaport,['restaurant'],south street seaport,"['maritime museum in new york city, new york', 'mall', 'manhattan']",new york ny,Services to Transport
45.31,nan,nan,king st restaurant,"['· $$pizza · chappaqua, nyclosed ⋅ opens', '· $$restaurant · chappaqua, nyclosed ⋅ opens', '· $$sushi · chappaqua, nyclosed ⋅ opens', 'near king st']",aesops fable restaurant,['american restaurant'],chappaqua ny,Entertainment
33.02,nan,nan,naples nissan,"['nissan dealer in collier county, florida']",naples nissan,"['nissan dealer in collier county, florida']",naples fl,Retail Trade
153.33,5812.0,restaurants or eating places,hasler brothers steak,[],hasler brothers steakhouse,[],bastrop tx,Entertainment
199.92,5714.0,drapery windowcovering and upholstery stores,halfpricedrapes.com,[],half price drapes,"['curtain supplier and maker in pleasanton, california']",ca,Retail Trade
30.0,nan,nan,newburgh buffet,['buffet restaurant'],newburgh buffet,['buffet restaurant'],newburgh ny,Entertainment
22.7,5812.0,restaurants or eating places,chez fonfon,['french restaurant'],chez fonfon,['french restaurant'],birmingham al,Entertainment
87.5,nan,nan,sq *go inflatables,['party equipment rental service'],go inflatables,['party equipment rental service'],jacksonville fl,"Trade, Professional and Personal Services"
42.98,5941.0,sporting goods stores,sportsfanoutlet.com,[],sportsfan,"['sporting goods store in overland park, kansas', 'sporting goods store in emporia, kansas']",ks,Retail Trade
2.41,5942.0,book stores,ocu bookstore,"['bookstore in oklahoma city, oklahoma']",ocu campus bookstore,"['bookstore in oklahoma city, oklahoma']",oklahoma city ok,Retail Trade
110.04,nan,nan,arnold's of kimbal,['farm equipment supplier'],arnolds,"['farm equipment supplier · alden, mnclosed ⋅ opens fri', 'farm equipment repair service · sauk rapids, mnclosed ⋅ opens fri', 'census-designated place in minnesota', 'near minnesota', 'farm equipment supplier · north mankato, mnclosed ⋅ opens fri']",mn,Retail Trade
229.71,4816.0,computer network/info svcs,toueless eirl,['try more general keywords.'],shanghai city,"['view all', 'municipality in china']",shanghai cn,Entertainment
24.25,nan,nan,purple parrot gril,"['bar & grill', 'view all']",purple parrot grill,"['bar & grill', 'view all']",rehoboth beac de,Entertainment
474.0,nan,nan,dr samuel d knight,"['dentist in farr west, utah']",samuel d. knight dds and spencer w. knight dds,"['dentist in farr west, utah']",farr west ut,Health and Community Services
60.65,5812.0,restaurants or eating places,madisons restaurants,['bar & grill'],madisons,['bar & grill'],beaumont tx,Entertainment
14.47,5944.0,clock jewelry silverware or watch stores,jade victoria,"['consultant in oakland, california']",victoria court,"['victoria, bc, canada', 'near morrow county, or', 'san antonio, txtemporarily closed']",victoria cd,Health and Community Services
49.95,7277.0,counseling service -- debt marriage personal,stayathome$$,['view all'],stay at home pet care,"['pet boarding service in montgomery county, pennsylvania', 'view all']",mystayathomei nv,Retail Trade
56.77,5541.0,gas/service stations with/without ancillary services,elmwood services cente,"['adult day care center · elmwood aveclosed ⋅ opens', 'general hospital · elmwood aveclosed ⋅ opens', 'near elmwood village, buffalo, ny', 'auto repair shop · elmwood aveclosed ⋅ opens']",evergreen health,"['medical center in buffalo, new york']",buffalo ny,Health and Community Services
17.32,nan,nan,carlo's restaurant,['italian restaurant'],carlos restaurant,['italian restaurant'],yonkers ny,Entertainment
15.0,7230.0,barber or beauty shops,zero from zero,"['architect · s weller st', 'near seattle, wa', 'environmental consultant · ave', 'hair salon · nw ballard way suite studio ⋅ opens fri']",zero zero hair,"['hair salon in seattle, washington']",seattle wa,"Trade, Professional and Personal Services"
9.0,5812.0,restaurants or eating places,the dam grill,['bar'],the dam grille,['bar'],denver co,Entertainment
5.44,nan,nan,crimson mart,[],crimson,"['view all', 'apartment complex in tuscaloosa, alabama']",tuscaloosa al,"Trade, Professional and Personal Services"
22.75,5812.0,restaurants or eating places,starsky's,['restaurant'],starskys bar and grill,['restaurant'],omaha ne,Entertainment
347.75,1761.0,roofing sheet metal work or siding -- contractors,sun blind toldo,"['blinds shop in san juan, puerto rico', 'view all']",sun blinds,"['blinds shop in san juan, puerto rico']",hato rey pr,Retail Trade
380.4,7542.0,car washes,bjs auto spa ii,[],chevron,"['w glendale aveopen', 'near glendale, az', 'w thunderbird rdopen ⋅ closes', 'n aveopen']",glendale az,Services to Transport
82.44,5812.0,restaurants or eating places,fishwife at asilom,['seafood restaurant'],fishwife,"['view all', 'seafood restaurant']",pacific grove ca,Entertainment
27.0,5611.0,men's and/or boys' clothing and accessories stores,elm and oak,[],elm and oak,"['near columbus oh, oh', 'warehouse · columbus, ohclosed ⋅ opens', 'software company · royal oak, miclosed ⋅ opens', 'view all', 'farm · wakeman, ohtemporarily closed']",co,Retail Trade
7.32,7542.0,car washes,duachais llc,[],duachals,"['bathroom remodeler · colorado springs, coclosed ⋅ opens fri', 'kitchen remodeler · colorado springs, coclosed ⋅ opens fri', 'near colorado', 'architect · colorado springs, coclosed ⋅ opens fri']",colorado spri co,Services to Transport
35.14,nan,nan,adnan halal meat &,['grocery store'],adnan,['grocery store'],glen allen va,Retail Trade
32.14,nan,nan,scotty's sandwich,['sandwich shop'],scottys sandwich shop,['sandwich shop'],new berlinvil pa,Entertainment
4.99,nan,nan,imu food service,"['student union', 'caterer in iowa city, iowa']",imu catering,['caterer'],iowa city ia,Entertainment
25.0,nan,nan,cmg pediatric asso,"['kempsville rd bldg bclosed ⋅ opens', 'kempsville rd # ⋅ opens', 'granby st # aclosed ⋅ opens', 'near norfolk, va']",pediatric associates at granby street in norfolk,"['pediatrician in norfolk, virginia']",norfolk va,Health and Community Services
55.0,5411.0,grocery stores or supermarkets,havana halal market in,['grocery store'],havana halal market,['grocery store'],aurora co,Retail Trade
35.0,8041.0,chiropractors,romney chiropractic,"['chiropractor in cedar city, utah']",romney chiropractic,"['chiropractor in cedar city, utah']",cedar city ut,Health and Community Services
55.61,nan,nan,perfumes,"['· $$perfume store · w stclosed ⋅ opens', 'near hialeah, fl', 'perfume store · w sttemporarily closed', 'perfume store · w st store closed']",perfumes,"['· $$perfume store · w stclosed ⋅ opens', 'near hialeah, fl', 'perfume store · w sttemporarily closed', 'perfume store · w st store closed']",hialeah fl,Retail Trade
35.94,5541.0,gas/service stations with/without ancillary services,adnoc,['view all'],adnoc,['view all'],abu dhabi ax,Retail Trade
